time,lat,lon,alt,vel m/s,Hav.Heading,Yaw Rads/sec,Yaw Rate/s2
20151020:102149.49,42.53238667,-83.11993,197,5.10328448,76.36009626,-2.063934679,-10.31967339
20151020:102149.49,42.53241383,-83.11988017,196.9,5.181994412,53.5110667,-1.993953984,-9.969769919
20151020:102149.49,42.532454,-83.119842,197,5.602809604,34.9999268,-1.615401698,-8.07700849
20151020:102151.51,42.53250583,-83.11981983,197,6.310684548,17.49497399,-1.527595309,-7.637976547
20151020:102151.51,42.53256667,-83.1198095,197,7.06846056,7.13160613,-0.904374454,-4.521872269
20151020:102151.51,42.53263433,-83.119807,197,7.77067662,1.559651076,-0.486244807,-2.431224037
20151020:102151.51,42.5327085,-83.119809,197,8.463118244,358.8616632,31.18048268,155.9024134
20151020:102151.51,42.53278817,-83.119813,197,9.062959948,357.8811862,-0.085562757,-0.427813787
20151020:102152.52,42.53287383,-83.11981583,197,9.745112691,358.6054065,0.06320014,0.3160007
20151020:102152.52,42.5329665,-83.119817,197,10.56873754,359.4669615,0.075184858,0.375924292
20151020:102152.52,42.53306683,-83.11981833,196.9,11.41499791,359.4403317,-0.00232389,-0.011619452
20151020:102152.52,42.53317083,-83.119821,196.9,11.62283329,358.9162001,-0.045739109,-0.228695544
20151020:102152.52,42.5332735,-83.11982367,196.9,11.33680243,358.9021656,-0.001224738,-0.006123689
20151020:102153.53,42.53337033,-83.119827,196.8,10.53529868,358.5483465,-0.030876543,-0.154382716
20151020:102153.53,42.53345583,-83.11983017,196.7,9.054728844,358.4350296,-0.009888768,-0.049443841
20151020:102153.53,42.53352683,-83.11983267,196.6,7.370953632,358.5137059,0.006865808,0.03432904
20151020:102153.53,42.533583,-83.119834,196.5,5.7360506,359.0004068,0.042472666,0.212363328
20151020:102153.53,42.5336245,-83.11983417,196.5,4.146933084,359.8270505,0.072138266,0.360691332
20151020:102154.54,42.53365167,-83.1198335,196.5,2.535180032,1.041015079,-31.30998814,-156.5499407
20151020:102154.54,42.53366583,-83.11983283,196.5,1.15235456,1.996894848,0.083416246,0.417081231
20151020:102154.54,42.5336715,-83.11983317,196.5,0.408468536,357.4699276,31.02087411,155.1043706
20151020:102154.54,42.53367283,-83.11983383,196.6,0,339.9140575,-1.532038678,-7.66019339
20151020:102154.54,42.533673,-83.1198345,196.6,0,289.0002195,-4.443070542,-22.21535271
20151020:102155.55,42.53367317,-83.119835,196.6,0,294.768824,0.503405714,2.517028568
20151020:102155.55,42.53367333,-83.11983533,196.6,0,303.3439036,0.748316861,3.741584305
20151020:102155.55,42.533675,-83.11983533,196.6,0.243846456,303.3439036,0,0
20151020:102155.55,42.53367533,-83.11983517,196.6,0,19.66054979,-24.75604279,-123.7802139
20151020:102155.55,42.533675,-83.11983483,196.6,0,142.7938737,10.74540961,53.72704804
20151020:102156.56,42.53367467,-83.11983467,196.6,0,160.3394502,1.531140393,7.655701963
20151020:102156.56,42.53367417,-83.11983467,196.6,0,160.3394502,0,0
20151020:102156.56,42.53367367,-83.11983483,196.6,0,193.2680708,2.873564236,14.36782118
20151020:102156.56,42.53367317,-83.119835,196.6,0,194.0653187,0.069573004,0.347865021
20151020:102156.56,42.53367267,-83.11983517,196.6,0,194.06532,1.15E-07,5.77E-07
20151020:102157.57,42.5336725,-83.1198355,196.6,0,235.0426748,3.575948798,17.87974399
20151020:102157.57,42.53367217,-83.11983583,196.6,0,216.3857664,-1.628122398,-8.140611988
20151020:102157.57,42.53367217,-83.11983617,196.6,0,270,4.678724512,23.39362256
20151020:102157.57,42.533672,-83.11983617,196.6,0,270,0,0
20151020:102157.57,42.5336725,-83.119836,196.6,0,14.06531908,-22.33451426,-111.6725713
20151020:102158.58,42.53367317,-83.11983567,196.7,0,19.94790928,0.513352838,2.56676419
20151020:102158.58,42.53367367,-83.1198355,196.7,0,14.0653197,-0.513352784,-2.566763921
20151020:102158.58,42.53367383,-83.1198355,196.7,0,14.0653197,0,0
20151020:102158.58,42.533674,-83.11983567,196.7,0,323.6142341,27.01323877,135.0661938
20151020:102158.58,42.53367417,-83.119836,196.7,0,304.9573238,-1.628122571,-8.140612853
20151020:102159.59,42.5336745,-83.11983633,196.7,0,323.6142361,1.628122739,8.140613694
20151020:102159.59,42.5336745,-83.11983617,196.7,0,90,-20.38668799,-101.93344
20151020:102159.59,42.5336745,-83.11983617,196.7,0,90,0,0
20151020:102159.59,42.53367517,-83.119836,196.7,0,10.59029365,-6.92980417,-34.64902085
20151020:102159.59,42.53367567,-83.11983583,196.7,0,14.06531918,0.303253186,1.516265928
20151020:102200.0,42.53367617,-83.1198355,196.8,0,25.93554976,1.035873033,5.179365164
20151020:102200.0,42.53367667,-83.11983533,196.9,0,14.06531801,-1.035873135,-5.179365676
20151020:102200.0,42.53367717,-83.11983483,197.1,0,36.38576351,1.947826323,9.739131616
20151020:102200.0,42.53367933,-83.1198345,197.2,0.294261968,6.423251063,-2.614722472,-13.07361236
20151020:102200.0,42.5336875,-83.11983383,197.2,1.160585664,3.458153995,-0.258753532,-1.293767662
20151020:102200.0,42.53370667,-83.119832,197.3,2.568104448,4.023772699,0.049359543,0.246797717
20151020:102200.0,42.53373733,-83.11982567,197.3,3.805342268,8.650339848,0.403744149,2.018720746
20151020:102200.0,42.53377483,-83.1198055,197.3,4.798733632,21.6205329,1.131862867,5.659314335
20151020:102200.0,42.53380967,-83.11976283,197.4,5.520498564,42.06579935,1.78418608,8.920930399
20151020:102200.0,42.53383083,-83.11969817,197.4,6.0833003,66.05380729,2.093348598,10.46674299
20151020:102201.1,42.5338365,-83.1196185,197.5,6.863711847,84.48338954,1.60828445,8.041422248
20151020:102201.1,42.533834,-83.11952717,197.6,7.790739936,92.12739188,0.667065044,3.335325221
20151020:102201.1,42.533829,-83.11942483,197.6,8.659635852,93.79325749,0.145374199,0.726870996
20151020:102201.1,42.53382467,-83.11931583,197.5,9.081479932,93.08576507,-0.061740361,-0.308701806
20151020:102201.1,42.53382183,-83.11920583,197.4,9.008428884,92.00662768,-0.094172502,-0.47086251
20151020:102202.2,42.5338215,-83.11909767,197.3,8.774356864,90.23719452,-0.154412173,-0.772060867
20151020:102202.2,42.533823,-83.11899283,197.2,8.499643768,88.88762731,-0.117771956,-0.588859781
20151020:102202.2,42.53382533,-83.11889733,197.1,7.529916828,88.1036079,-0.0684186,-0.342093002
20151020:102202.2,42.53382733,-83.11881433,197.1,6.516462148,88.12703133,0.00204408,0.010220398
20151020:102202.2,42.53382817,-83.11874333,197,5.53284522,89.08013986,0.083174411,0.415872053
20151020:102203.3,42.53382733,-83.118684,197,4.564147169,91.10070372,0.176327461,0.881637303
20151020:102203.3,42.53382583,-83.11863567,196.9,3.713771236,92.41180251,0.114414953,0.572074765
20151020:102203.3,42.53382433,-83.11860117,196.8,2.4821923,93.37671388,0.084204402,0.421022011
20151020:102203.3,42.533823,-83.11857783,196.7,1.680688548,94.42194521,0.09121364,0.456068202
20151020:102203.3,42.53382217,-83.11856533,196.6,0.76137712,95.14900344,0.0634478,0.317239001
20151020:102204.4,42.53382133,-83.11855517,196.6,0.867867028,96.40176337,0.109323928,0.546619638
20151020:102204.4,42.53382,-83.11854183,196.5,1.179620092,97.70536189,0.113760431,0.568802157
20151020:102204.4,42.5338175,-83.11852567,196.4,1.446102084,101.8566829,0.362271096,1.811355481
20151020:102204.4,42.53381467,-83.118512,196.3,1.091650168,105.6924633,0.334734988,1.673674941
20151020:102204.4,42.5338135,-83.11850483,196.1,0.397150768,102.4865,-0.279773078,-1.398865389
20151020:102205.5,42.5338135,-83.11850367,196.1,0,89.99999957,-1.089652719,-5.448263594
20151020:102205.5,42.53381383,-83.11850383,196.1,0,340.3394903,21.8462418,109.231209
20151020:102205.5,42.53381433,-83.11850417,196.1,0,333.3855871,-0.606842535,-3.034212676
20151020:102205.5,42.533815,-83.11850417,196,0,333.3855871,0,0
20151020:102205.5,42.53381567,-83.11850467,196,0,331.193196,-0.191322214,-0.956611071
20151020:102207.7,42.53381617,-83.11850483,196,0,346.7319574,1.356012739,6.780063693
20151020:102207.7,42.53381633,-83.11850517,196,0,302.563276,-3.854444582,-19.27222291
20151020:102207.7,42.53381633,-83.1185055,195.9,0,270,-2.841681906,-14.20840953
20151020:102207.7,42.53381633,-83.118506,195.9,0,270,0,0
20151020:102207.7,42.5338165,-83.1185065,195.8,0,294.7688741,2.161492022,10.80746011
20151020:102208.8,42.5338165,-83.11850683,195.8,0,270,-2.161492022,-10.80746011
20151020:102208.8,42.53381667,-83.11850683,195.7,0,270,0,0
20151020:102208.8,42.533817,-83.1185065,195.6,0,36.38570241,-20.38669336,-101.9334668
20151020:102208.8,42.53381683,-83.118505,195.5,0.17491096,98.74368672,5.441760706,27.20880353
20151020:102208.8,42.533816,-83.11850133,195.5,0.333359712,107.0619618,0.725906445,3.629532224
20151020:102209.9,42.53381417,-83.11849467,195.5,0.670320532,110.4499908,0.295661305,1.478306525
20151020:102209.9,42.53380983,-83.1184805,195.5,1.45587652,112.5700307,0.185008376,0.925041878
20151020:102209.9,42.5338,-83.11845433,195.5,2.766165388,117.0100235,0.387462471,1.937312356
20151020:102209.9,42.5337785,-83.11842033,195.5,4.072338704,130.6345501,1.188964239,5.944821196
20151020:102209.9,42.53374367,-83.11838617,195.4,5.119232244,144.144187,1.178938225,5.894691127
20151020:102210.10,42.53369683,-83.11836117,195.3,5.879066032,158.5304699,1.255440018,6.277200088
20151020:102210.10,42.5336395,-83.11834767,195.2,6.75722194,170.1560666,1.014524702,5.072623511
20151020:102210.10,42.53358717,-83.11834,195.2,5.430470864,173.8356893,0.321107652,1.605538261
20151020:102210.10,42.53354567,-83.11833333,195.3,4.29817962,173.2457084,-0.051485547,-0.257427733
20151020:102210.10,42.53351333,-83.11832883,195.3,3.29501382,174.1456588,0.078535485,0.392677427
20151020:102210.10,42.53348583,-83.118325,195.4,2.926671916,174.1403852,-0.000460206,-0.002301029
20151020:102210.10,42.533463,-83.11832167,195.5,2.39730904,173.8652735,-0.024008026,-0.120040132
20151020:102210.10,42.5334425,-83.1183185,195.5,2.229600296,173.4993412,-0.031933613,-0.159668065
20151020:102210.10,42.53342317,-83.1183155,195.6,2.115393728,173.4757905,-0.002055186,-0.010275929
20151020:102210.10,42.533405,-83.11831267,195.6,2.006846044,173.4527822,-0.002007852,-0.010039261
20151020:102211.11,42.53338167,-83.11830917,195.7,2.8551642,173.6916618,0.020846178,0.104230889
20151020:102211.11,42.53335317,-83.11830517,195.8,3.318678244,174.095331,0.035226784,0.176133918
20151020:102211.11,42.5333255,-83.11830133,195.8,3.021844056,174.1610216,0.005732584,0.028662922
20151020:102211.11,42.5332915,-83.11829717,195.9,4.1798575,174.8481416,0.059962528,0.299812642
20151020:102211.11,42.53324183,-83.11829183,196,6.174356887,175.4703621,0.054298982,0.27149491
20151020:102212.12,42.53318033,-83.11828617,196.1,7.2150771,176.1202856,0.056716525,0.283582627
20151020:102212.12,42.53312317,-83.11827867,196.2,6.036485896,174.4773885,-0.143369815,-0.716849073
20151020:102212.12,42.53307733,-83.1182705,196.4,4.7328848,172.5179165,-0.170996192,-0.854980958
20151020:102212.12,42.53303917,-83.11826183,196.6,4.093430908,170.4955863,-0.1764816,-0.882408
20151020:102212.12,42.53300483,-83.11825283,196.7,3.79916894,169.0691929,-0.124476307,-0.622381533
20151020:102213.13,42.5329705,-83.11824267,196.8,3.95864658,167.6973931,-0.119712121,-0.598560603
20151020:102213.13,42.53293183,-83.11822983,197,4.62227934,166.2511674,-0.126207001,-0.631035004
20151020:102213.13,42.53289283,-83.118214,197.1,4.482350572,163.3479963,-0.253349467,-1.266747335
20151020:102213.13,42.532857,-83.11819617,197.1,4.159794184,159.8621759,-0.304195215,-1.520976074
20151020:102213.13,42.5328245,-83.11817683,197.2,3.825405584,156.3222435,-0.308917386,-1.544586929
20151020:102214.14,42.53279517,-83.11815717,197.3,3.540403608,153.7133786,-0.227666409,-1.138332045
20151020:102214.14,42.5327685,-83.11813783,197.3,3.250257192,151.8815879,-0.159853895,-0.799269477
20151020:102214.14,42.53274483,-83.11811917,197.3,2.974000764,149.8468164,-0.177567314,-0.887836568
20151020:102214.14,42.53272467,-83.118102,197.4,2.540324472,147.8875992,-0.170973954,-0.854869768
20151020:102214.14,42.53271,-83.11808883,197.5,1.674000776,146.5135795,-0.119905833,-0.599529163
20151020:102215.15,42.532699,-83.11807867,197.5,1.399802124,145.7600155,-0.065760869,-0.328804347
20151020:102215.15,42.53268867,-83.118069,197.6,1.421923216,145.4016758,-0.031271034,-0.156355172
20151020:102215.15,42.53267817,-83.11805917,197.6,1.4404432,145.399324,-0.000205238,-0.00102619
20151020:102215.15,42.5326665,-83.11804767,197.7,1.644163024,144.0144388,-0.120854033,-0.604270164
20151020:102215.15,42.53265183,-83.118032,197.7,2.262010268,141.792885,-0.19386714,-0.969335699
20151020:102216.16,42.53263133,-83.1180095,197.6,3.221448329,141.0346054,-0.066172379,-0.330861895
20151020:102216.16,42.53260867,-83.11798217,197.6,3.459121456,138.3706154,-0.232476978,-1.162384888
20151020:102216.16,42.53258733,-83.11795433,197.6,3.222477216,136.129061,-0.195612524,-0.978062622
20151020:102216.16,42.53256817,-83.11792717,197.5,3.003838516,133.7511076,-0.207515588,-1.03757794
20151020:102216.16,42.53255067,-83.11790117,197.5,2.797032028,132.4085071,-0.117163992,-0.58581996
20151020:102217.17,42.532535,-83.117877,197.5,2.53620892,131.3415501,-0.09310956,-0.465547802
20151020:102217.17,42.53252133,-83.11785467,197.5,2.306766896,129.7183992,-0.141646636,-0.708233182
20151020:102217.17,42.53250833,-83.11783367,197.5,2.210565868,130.0328416,0.027440273,0.137201367
20151020:102217.17,42.5324935,-83.117809,197.4,2.776454268,129.2064772,-0.072113902,-0.360569509
20151020:102217.17,42.53247417,-83.117777,197.4,3.63197464,129.3428729,0.011902774,0.05951387
20151020:102218.18,42.53245117,-83.11773633,197.4,4.445310604,127.5043133,-0.160444596,-0.802222979
20151020:102218.18,42.53242567,-83.11769017,197.4,4.829085828,126.8577032,-0.056427374,-0.282136872
20151020:102218.18,42.53239933,-83.11764417,197.4,4.773011432,127.8491913,0.086523657,0.432618285
20151020:102218.18,42.53237167,-83.11759617,197.4,5.120775576,128.0252868,0.015367229,0.076836145
20151020:102218.18,42.53234367,-83.117548,197.4,4.980332364,128.2669039,0.021085072,0.10542536
20151020:102219.19,42.53231667,-83.11750133,197.4,4.780728093,128.1351085,-0.011501317,-0.057506583
20151020:102219.19,42.53229067,-83.11745667,197.4,4.592441589,128.3100778,0.015268954,0.076344768
20151020:102219.19,42.532265,-83.11741367,197.4,4.50910166,129.0117057,0.061228586,0.306142928
20151020:102219.19,42.53223567,-83.117367,197.5,5.274079888,130.4588522,0.12628735,0.631436748
20151020:102219.19,42.532204,-83.117317,197.5,5.438187524,130.680686,0.019358651,0.096793256
20151020:102220.20,42.53216983,-83.117263,197.5,6.006648144,130.652835,-0.002430455,-0.012152273
20151020:102220.20,42.53213417,-83.1172085,197.5,5.913019336,131.6027281,0.082893813,0.414469067
20151020:102220.20,42.53209867,-83.1171565,197.5,5.706212848,132.81324,0.10563709,0.528185451
20151020:102220.20,42.53206383,-83.1171075,197.5,5.479857488,133.9760501,0.101474321,0.507371603
20151020:102220.20,42.53203,-83.117061,197.5,5.247843244,134.6332909,0.057355083,0.286775416
20151020:102221.21,42.531997,-83.11701733,197.5,5.053897856,135.720393,0.094867553,0.474337767
20151020:102221.21,42.53196467,-83.11697633,197.4,4.862524688,136.938724,0.106319436,0.53159718
20151020:102221.21,42.53193083,-83.11693517,197.4,5.114602248,138.130082,0.1039656,0.519828001
20151020:102221.21,42.5318925,-83.11689133,197.3,5.801899432,139.8747354,0.15224973,0.761248651
20151020:102221.21,42.53184667,-83.11684217,197.3,6.869370732,141.6755673,0.157152233,0.785761167
20151020:102222.22,42.53179583,-83.11679017,197.2,7.214048212,142.9940767,0.115061647,0.575308234
20151020:102222.22,42.53174517,-83.1167405,197.2,6.90383848,144.1517957,0.101030045,0.505150225
20151020:102222.22,42.53169583,-83.1166945,197.2,6.5848832,145.5101562,0.118539316,0.59269658
20151020:102222.22,42.53164783,-83.1166515,197.3,6.321487872,146.5694689,0.092442469,0.462212345
20151020:102222.22,42.5316015,-83.11661167,197.3,6.03957256,147.6449828,0.093856294,0.469281468
20151020:102223.23,42.53156333,-83.11658,197.3,4.481836128,148.5576768,0.079647578,0.398237892
20151020:102223.23,42.531534,-83.11655633,197.3,3.49050254,149.2600489,0.061293524,0.30646762
20151020:102223.23,42.53151483,-83.11654133,197.4,1.99861494,150.0318854,0.067355447,0.336777237
20151020:102223.23,42.5315035,-83.11653267,197.4,1.158527888,150.6096844,0.050422473,0.252112367
20151020:102223.23,42.53149483,-83.11652617,197.3,1.043806876,151.0808017,0.041112742,0.205563708
20151020:102224.24,42.5314855,-83.11651983,197.3,1.223347832,153.4006482,0.202444797,1.012223987
20151020:102224.24,42.5314745,-83.116512,197.3,1.477483168,152.3210498,-0.094212739,-0.471063696
20151020:102224.24,42.53146233,-83.11650317,197.3,1.58705974,151.8681097,-0.039526473,-0.197632366
20151020:102224.24,42.53144867,-83.11649317,197.3,1.800039556,151.6547815,-0.018616405,-0.093082025
20151020:102224.24,42.531434,-83.11648283,197.3,1.881321708,152.5525853,0.078348168,0.391740841
20151020:102225.25,42.531418,-83.1164725,197.3,2.017649367,154.5565093,0.174875356,0.874376778
20151020:102225.25,42.5314005,-83.11646183,197.4,2.167352572,155.8054867,0.108993842,0.544969208
20151020:102225.25,42.53137933,-83.11645,197.4,2.697229891,157.6185832,0.158222516,0.791112579
20151020:102225.25,42.53135383,-83.11643733,197.4,3.142223952,159.8902044,0.198236349,0.991181744
20151020:102225.25,42.53132567,-83.11642433,197.3,3.3567471,161.2121144,0.115358406,0.57679203
20151020:102226.26,42.53130333,-83.11641317,197.3,2.316541332,159.7901172,-0.124092659,-0.620463297
20151020:102226.26,42.531288,-83.116406,197.3,1.572140864,160.9829933,0.104098077,0.520490387
20151020:102226.26,42.53127933,-83.1164015,197.3,0.78195488,159.0692264,-0.167007673,-0.835038366
20151020:102226.26,42.53127467,-83.116399,197.3,0.443965172,158.4292715,-0.055846596,-0.279232978
20151020:102226.26,42.53126817,-83.11639567,197.3,0.942975852,159.3172791,0.077493277,0.387466384
20151020:102227.27,42.5312585,-83.11639083,197.3,1.266561128,159.7542424,0.038132247,0.190661235
20151020:102227.27,42.53124267,-83.11638317,197.3,2.125682608,160.3745884,0.054135397,0.270676986
20151020:102227.27,42.53122117,-83.11637317,197.2,2.722952092,161.0809298,0.061639918,0.308199589
20151020:102227.27,42.53119833,-83.11636217,197.2,2.697229892,160.460032,-0.054183556,-0.27091778
20151020:102227.27,42.53117533,-83.1163515,197.1,2.678195464,161.1263913,0.058150819,0.290754097
20151020:102228.28,42.53115117,-83.11634083,197.1,2.872140852,161.9726138,0.073846847,0.369234234
20151020:102228.28,42.531122,-83.1163285,197.1,3.628887976,162.6988175,0.063373221,0.316866107
20151020:102228.28,42.53108567,-83.1163135,197.1,4.4499406,163.0772443,0.033023974,0.16511987
20151020:102228.28,42.53104167,-83.116297,197.1,5.31420652,164.5523038,0.128723224,0.643616121
20151020:102228.28,42.53099433,-83.11628083,197,5.466481944,165.8716812,0.115137394,0.57568697
20151020:102229.29,42.53094783,-83.11626733,197,5.223149932,167.9240572,0.179103597,0.895517987
20151020:102229.29,42.53090617,-83.11625617,197,4.499327224,168.8330302,0.079322852,0.396614259
20151020:102229.29,42.5308705,-83.11624733,197.1,3.8711911,169.6502887,0.071319263,0.356596314
20151020:102229.29,42.5308395,-83.11624,197.2,3.343886,170.1157656,0.040620526,0.203102629
20151020:102229.29,42.530811,-83.11623367,197.2,3.15868616,170.704677,0.05139221,0.256961051
20151020:102230.30,42.530783,-83.1162275,197.3,3.14839728,170.7765712,0.006273956,0.031369778
20151020:102230.30,42.5307495,-83.11622033,197.3,4.039928732,171.0370448,0.022730611,0.113653054
20151020:102230.30,42.53070883,-83.116212,197.3,4.836288044,171.416881,0.033146959,0.165734795
20151020:102230.30,42.530661,-83.11620367,197.2,5.637277352,172.6866314,0.110806621,0.554033106
20151020:102230.30,42.53060833,-83.11619617,197.2,6.010763696,174.0096488,0.115455053,0.577275263
20151020:102231.31,42.53055083,-83.1161895,197.2,6.616778728,175.1140986,0.096381424,0.48190712
20151020:102231.31,42.53048767,-83.11618233,197.2,7.271665939,175.2180103,0.00906801,0.045340052
20151020:102231.31,42.53042383,-83.11617533,197.2,7.123506068,175.3803961,0.014170831,0.070854155
20151020:102231.31,42.53036217,-83.11616917,197.2,6.782429696,175.7894684,0.035698293,0.178491467
20151020:102231.31,42.5303005,-83.1161645,197.2,6.9321329,176.8059943,0.088708623,0.443543115
20151020:102232.32,42.53023767,-83.1161595,197.1,7.07617722,176.6437894,-0.014155052,-0.070775259
20151020:102232.32,42.5301755,-83.11615383,197.1,6.871428508,176.1550262,-0.042652636,-0.213263181
20151020:102232.32,42.53011417,-83.116147,197.2,6.81123856,175.3084125,-0.073880984,-0.369404921
20151020:102232.32,42.53005417,-83.11614,197.2,6.655362028,175.0861169,-0.019398948,-0.096994742
20151020:102232.32,42.52999617,-83.11613383,197.2,6.38682226,175.5175553,0.037650105,0.188250523
20151020:102233.33,42.52993817,-83.11612783,197.2,6.524178808,175.6405718,0.010735216,0.053676078
20151020:102233.33,42.52987367,-83.11612233,197.2,7.505223516,176.4043432,0.066651624,0.333258121
20151020:102233.33,42.5298065,-83.11611667,197.2,7.468697992,176.4467138,0.003697533,0.018487663
20151020:102233.33,42.529742,-83.11611067,197.2,7.083379436,176.0784346,-0.032138417,-0.160692087
20151020:102233.33,42.52968317,-83.1161045,197.2,6.36110006,175.5805213,-0.043451138,-0.217255689
20151020:102234.34,42.52962967,-83.116098,197.2,5.801384988,174.883762,-0.060803713,-0.304018564
20151020:102234.34,42.529582,-83.11609183,197.3,5.142896668,174.5515108,-0.028994393,-0.144971963
20151020:102234.34,42.529538,-83.116086,197.3,4.784843645,174.423142,-0.011202289,-0.056011445
20151020:102234.34,42.52949683,-83.11608083,197.4,4.55025718,174.7128329,0.025280297,0.126401485
20151020:102234.34,42.52945683,-83.1160765,197.3,4.409299524,175.4390216,0.063371924,0.316859619
20151020:102235.35,42.52941867,-83.11607267,197.3,4.15927974,175.7699119,0.028875624,0.144378122
20151020:102235.35,42.5293835,-83.11606883,197.4,3.842382236,175.399833,-0.032295473,-0.161477367
20151020:102235.35,42.52935033,-83.116065,197.4,3.653581288,175.1363985,-0.022988998,-0.11494499
20151020:102235.35,42.5293185,-83.11606167,197.4,3.50336364,175.591416,0.039707768,0.198538838
20151020:102235.35,42.52928783,-83.1160585,197.4,3.389671516,175.6443024,0.004615211,0.023076053
20151020:102236.36,42.52925583,-83.11605467,197.4,3.64483574,174.9594656,-0.059763291,-0.298816457
20151020:102236.36,42.52921367,-83.11604783,197.4,5.183537744,173.1821195,-0.155102701,-0.775513507
20151020:102236.36,42.529162,-83.11603667,197.4,6.091531404,170.956246,-0.194244113,-0.971220564
20151020:102236.36,42.52910617,-83.1160255,197.4,6.33795008,171.6127595,0.057291616,0.286458079
20151020:102236.36,42.52904933,-83.11601667,197.4,6.399168916,173.4691203,0.161998042,0.80999021
20151020:102237.37,42.5289895,-83.11600983,197.5,6.78808858,175.1842407,0.149672483,0.748362413
20151020:102237.37,42.5289275,-83.11600433,197.4,6.955797324,176.2597041,0.093851892,0.469259459
20151020:102237.37,42.52886683,-83.1159995,197.4,6.65176092,176.6424034,0.033396812,0.166984061
20151020:102237.37,42.528809,-83.11599333,197.5,6.334863416,175.5043473,-0.099314127,-0.496570635
20151020:102237.37,42.52874933,-83.1159835,197.4,6.8292441,173.0780081,-0.211738039,-1.058690196
20151020:102238.38,42.52868117,-83.11597183,197.5,7.976968664,172.808714,-0.023500344,-0.117501721
20151020:102238.38,42.52860483,-83.11595883,197.5,8.783102412,172.8471111,0.003350775,0.016753877
20151020:102238.38,42.52852317,-83.11594783,197.5,9.255362004,174.3308481,0.129480479,0.647402393
20151020:102238.38,42.52844083,-83.1159395,197.5,9.114918792,175.7362934,0.122648239,0.613241194
20151020:102238.38,42.52835917,-83.115933,197.5,9.086624372,176.6429095,0.079117188,0.39558594
20151020:102239.39,42.52827567,-83.11592717,197.4,9.409695204,177.0545186,0.035919668,0.179598338
20151020:102239.39,42.52818783,-83.11592117,197.5,9.89275812,177.1182908,0.005565177,0.027825886
20151020:102239.39,42.52809767,-83.1159155,197.6,10.07795796,177.3465142,0.019916243,0.099581213
20151020:102239.39,42.5280085,-83.11591083,197.6,9.8130193,177.7897495,0.03867958,0.193397898
20151020:102239.39,42.52792217,-83.11590667,197.7,9.531618432,177.9661983,0.015398058,0.076990288
20151020:102240.40,42.5278355,-83.115903,197.6,9.64325278,178.2126219,0.021504517,0.107522583
20151020:102240.40,42.52774583,-83.11589917,197.6,10.09544906,178.1971112,-0.001353562,-0.00676781
20151020:102240.40,42.52765483,-83.11589417,197.6,10.12580125,177.6812562,-0.045016841,-0.225084206
20151020:102240.40,42.52756533,-83.11588967,197.6,9.864978144,177.8779637,0.01716597,0.085829852
20151020:102240.40,42.52747783,-83.115886,197.6,9.599010596,178.2295554,0.030682167,0.153410834
20151020:102241.41,42.52739317,-83.11588267,197.6,9.354649696,178.3396198,0.00960493,0.048024651
20151020:102241.41,42.52731067,-83.11587967,197.6,9.09022548,178.4649338,0.010935705,0.054678526
20151020:102241.41,42.52723017,-83.11587683,197.6,8.872615668,178.5106769,0.003991839,0.019959196
20151020:102241.41,42.52715133,-83.11587383,197.6,8.662208072,178.3937036,-0.010207845,-0.051039223
20151020:102241.41,42.52707217,-83.11587067,197.7,8.839691252,178.3149164,-0.00687548,-0.034377402
20151020:102242.42,42.52699083,-83.11586767,197.7,9.11080324,178.4430448,0.011181307,0.055906533
20151020:102242.42,42.52690917,-83.11586433,197.7,9.02077554,178.2734779,-0.014797499,-0.073987494
20151020:102242.42,42.526832,-83.11586133,197.8,8.341195016,178.3589529,0.007459104,0.037295518
20151020:102242.42,42.52675833,-83.1158585,197.8,8.11278188,178.3783865,0.001695896,0.008479481
20151020:102242.42,42.52668617,-83.11585567,197.9,7.9867431,178.3444698,-0.002959786,-0.014798931
20151020:102243.43,42.52661283,-83.11585267,197.9,8.21052624,178.2732978,-0.006210927,-0.031054634
20151020:102243.43,42.52653683,-83.11585,197.9,8.563949268,178.5169023,0.021258496,0.106292479
20151020:102243.43,42.526457,-83.11584717,197.9,8.940007832,178.5034501,-0.001173921,-0.005869604
20151020:102243.43,42.52637467,-83.11584433,197.9,9.236327576,178.5437467,0.003516536,0.017582682
20151020:102243.43,42.5262925,-83.11584117,197.9,9.081479932,178.3765894,-0.01458722,-0.072936102
20151020:102244.44,42.52621233,-83.11583733,197.9,8.828887928,177.9783293,-0.034754755,-0.173773776
20151020:102244.44,42.52613417,-83.11583317,197.9,8.615393668,177.7537499,-0.019598249,-0.097991243
20151020:102244.44,42.526058,-83.115829,197.9,8.39315386,177.68959,-0.005599008,-0.027995039
20151020:102244.44,42.52598383,-83.1158255,197.9,8.201266249,178.0082367,0.027807169,0.139035843
20151020:102244.44,42.5259115,-83.115823,198,8.000118644,178.5408461,0.046478942,0.232394709
20151020:102245.45,42.52584083,-83.11582133,198,7.800514372,179.0022737,0.040267152,0.201335759
20151020:102245.45,42.52577183,-83.11582,198,7.614285644,179.1861436,0.01604568,0.080228399
20151020:102245.45,42.52570433,-83.11581767,198,7.487217976,178.5427523,-0.056146488,-0.280732441
20151020:102245.45,42.5256355,-83.11581483,197.9,7.718203333,178.2582647,-0.024826219,-0.124131097
20151020:102245.45,42.5255635,-83.11581183,198,8.146735183,178.2411525,-0.001493327,-0.007466633
